file,class,polygon_idx,n_polygons,valid,validity_reason,area_ha,centroid_lat,centroid_lon,in_up_bbox,district,approx_pixels_10m,neg_subtype
17.kml,sugarcane,0.0,1,True,Valid,0.24396344498663533,29.202483106101237,77.58518258300666,True,Muzaffarnagar,24,
170.kml,sugarcane,0.0,1,True,Valid,0.5089071314994411,29.201906402200176,77.59469134180455,True,Muzaffarnagar,51,
171.kml,sugarcane,0.0,1,True,Valid,0.3731949744227326,29.20306897011967,77.59396484176804,True,Muzaffarnagar,37,
172.kml,sugarcane,0.0,1,True,Valid,0.47782875710038764,29.202462465167816,77.59468757950737,True,Muzaffarnagar,48,
173.kml,sugarcane,0.0,1,True,Valid,0.60735110252157,29.202907210399726,77.59474654061364,True,Muzaffarnagar,61,
174.kml,sugarcane,0.0,1,True,Valid,0.9426779824745485,29.202301374856898,77.59582417740968,True,Muzaffarnagar,94,
175.kml,sugarcane,0.0,1,True,Valid,1.513691894616795,29.203260238885807,77.59560183305669,True,Muzaffarnagar,151,
176.kml,sugarcane,0.0,1,True,Valid,0.2010789697274609,29.202104646575922,77.59661490413832,True,Muzaffarnagar,20,
177.kml,sugarcane,0.0,1,True,Valid,0.3022090238351932,29.202440837577353,77.59730926422154,True,Muzaffarnagar,30,
178.kml,sugarcane,0.0,1,True,Valid,0.30391810485767956,29.201722147512694,77.59687126459878,True,Muzaffarnagar,30,
179.kml,sugarcane,0.0,1,True,Valid,0.6470823926177837,29.20208266825277,77.5979420461292,True,Muzaffarnagar,65,
18.kml,sugarcane,0.0,1,True,Valid,0.31740381806619744,29.202684526315043,77.58527519634274,True,Muzaffarnagar,32,
180.kml,sugarcane,0.0,1,True,Valid,0.7990182416323642,29.20200097975074,77.59948625672014,True,Muzaffarnagar,80,
181.kml,sugarcane,0.0,1,True,Valid,0.9094438383070136,29.201438420400486,77.59918744202702,True,Muzaffarnagar,91,
182.kml,sugarcane,0.0,1,True,Valid,0.3075751698514242,29.20062048512509,77.59932481513704,True,Muzaffarnagar,31,
183.kml,sugarcane,0.0,1,True,Valid,1.1463113847340627,29.199891618322763,77.59994127178352,True,Meerut,115,
184.kml,sugarcane,0.0,1,True,Valid,0.7610640476888219,29.200696922704687,77.60028615972756,True,Muzaffarnagar,76,
185.kml,sugarcane,0.0,1,True,Valid,0.3192873957958204,29.19972682389972,77.60083181688906,True,Meerut,32,
186.kml,sugarcane,0.0,1,True,Valid,0.88357593502741,29.200156686984624,77.60188718805557,True,Muzaffarnagar,88,
187.kml,sugarcane,0.0,1,True,Valid,0.4565568834379449,29.199411547716696,77.60141811229344,True,Meerut,46,
188.kml,sugarcane,0.0,1,True,Valid,0.38897080071233786,29.199841160472374,77.60243156248376,True,Meerut,39,
189.kml,sugarcane,0.0,1,True,Valid,0.9981814222390183,29.19848382149223,77.60284773854582,True,Meerut,100,
19.kml,sugarcane,0.0,1,True,Valid,0.20858366411953885,29.202903368633603,77.58529666981543,True,Muzaffarnagar,21,
190.kml,sugarcane,0.0,1,True,Valid,0.20472967363498748,29.19897589708066,77.60347445338196,True,Meerut,20,
191.kml,sugarcane,0.0,1,True,Valid,0.7047360124674997,29.198612893403382,77.6047857664947,True,Meerut,70,
192.kml,sugarcane,0.0,1,True,Valid,0.7818918948264049,29.19769694075353,77.60427310334951,True,Meerut,78,
193.kml,sugarcane,0.0,1,True,Valid,0.3393320362524217,29.197813779415494,77.6056507692475,True,Meerut,34,
194.kml,sugarcane,0.0,1,True,Valid,0.46094863264650293,29.19717605113953,77.60540896246337,True,Meerut,46,
195.kml,sugarcane,0.0,1,True,Valid,0.28459379582039607,29.196916275115832,77.60587329401959,True,Meerut,28,
196.kml,sugarcane,0.0,1,True,Valid,0.8479038102408882,29.197518670845295,77.60675122671924,True,Meerut,85,
197.kml,sugarcane,0.0,1,True,Valid,0.37046049059659647,29.197101803165197,77.60692279896168,True,Meerut,37,
198.kml,sugarcane,0.0,1,True,Valid,0.6150374811547119,29.1965567457619,77.60656251287185,True,Meerut,62,
199.kml,sugarcane,0.0,1,True,Valid,0.22125081030832167,29.196532660004728,77.60796762353857,True,Meerut,22,
2.kml,sugarcane,0.0,1,True,Valid,0.22187438896971848,29.199193556581875,77.58521170320005,True,Meerut,22,
20.kml,sugarcane,0.0,1,True,Valid,0.17706903751204786,29.202951880866237,77.58560392523951,True,Muzaffarnagar,18,
200.kml,sugarcane,0.0,1,True,Valid,0.2521253376146486,29.196214105348695,77.60759828634332,True,Meerut,25,
21.kml,sugarcane,0.0,1,True,Valid,0.1907508491148612,29.203600496641943,77.58522953365552,True,Muzaffarnagar,19,
22.kml,sugarcane,0.0,1,True,Valid,0.4807091351233,29.204631899020878,77.58596712820902,True,Muzaffarnagar,48,
23.kml,sugarcane,0.0,1,True,Valid,0.09623925460545874,29.20497233191978,77.58543227142052,True,Muzaffarnagar,10,
24.kml,sugarcane,0.0,1,True,Valid,0.16841480254636246,29.205318114541097,77.58629477520536,True,Muzaffarnagar,17,
25.kml,sugarcane,0.0,1,True,Valid,0.2618275290918474,29.20571594180404,77.58577239038976,True,Muzaffarnagar,26,
26.kml,sugarcane,0.0,1,True,Valid,0.29420178145539705,29.205354751512473,77.58526300750465,True,Muzaffarnagar,29,
27.kml,sugarcane,0.0,1,True,Valid,0.20248775077200384,29.20542468566352,77.58671942572767,True,Muzaffarnagar,20,
28.kml,sugarcane,0.0,1,True,Valid,0.1115041235521471,29.205409759464864,77.58692013042365,True,Muzaffarnagar,11,
29.kml,sugarcane,0.0,1,True,Valid,0.20508235619234405,29.205325447967713,77.58707532138278,True,Muzaffarnagar,21,
3.kml,sugarcane,0.0,1,True,Valid,0.2444835543181453,29.199577122566122,77.5854957418646,True,Meerut,24,
30.kml,sugarcane,0.0,1,True,Valid,0.13831546161625738,29.204468009223184,77.58699683403526,True,Muzaffarnagar,14,
31.kml,sugarcane,0.0,1,True,Valid,0.07885833513056463,29.204948122438918,77.58715664571463,True,Muzaffarnagar,8,
32.kml,sugarcane,0.0,1,True,Valid,0.16884877170072904,29.20425000048032,77.58748353089138,True,Muzaffarnagar,17,
33.kml,sugarcane,0.0,1,True,Valid,0.17290087544063773,29.20513054508015,77.58748257517313,True,Muzaffarnagar,17,
34.kml,sugarcane,0.0,1,True,Valid,0.28466286654677225,29.204800174006138,77.58776531723511,True,Muzaffarnagar,28,
35.kml,sugarcane,0.0,1,True,Valid,0.05510622726654618,29.2042684720864,77.58717043750568,True,Muzaffarnagar,6,
36.kml,sugarcane,0.0,1,True,Valid,0.1119957867023757,29.204145667002116,77.58773691718201,True,Muzaffarnagar,11,
37.kml,sugarcane,0.0,1,True,Valid,0.07393169103016613,29.204846284462167,77.5882129026872,True,Muzaffarnagar,7,
38.kml,sugarcane,0.0,1,True,Valid,0.3822046237093314,29.20436678147782,77.5884420154737,True,Muzaffarnagar,38,
39.kml,sugarcane,0.0,1,True,Valid,0.10648385281944597,29.205099815232813,77.58837995236296,True,Muzaffarnagar,11,
4.kml,sugarcane,0.0,1,True,Valid,0.07988328398346432,29.20066470795871,77.58517240029343,True,Muzaffarnagar,8,
40.kml,sugarcane,0.0,1,True,Valid,0.03687886998876168,29.205049358978773,77.58866935003832,True,Muzaffarnagar,4,
41.kml,sugarcane,0.0,1,True,Valid,0.21912584255021567,29.205704132840193,77.58647651570219,True,Muzaffarnagar,22,
42.kml,sugarcane,0.0,1,True,Valid,0.14739724530137965,29.206010808950857,77.58677041192938,True,Muzaffarnagar,15,
43.kml,sugarcane,0.0,1,True,Valid,0.14626752756737688,29.2061878684434,77.58606622997902,True,Muzaffarnagar,15,
44.kml,sugarcane,0.0,1,True,Valid,0.14407560965174304,29.2063230875792,77.58679027897152,True,Muzaffarnagar,14,
45.kml,sugarcane,0.0,1,True,Valid,0.3236770978221168,29.206700427404794,77.586282631804,True,Muzaffarnagar,32,
46.kml,sugarcane,0.0,1,True,Valid,0.12517136354551472,29.20626026950912,77.58715262667499,True,Muzaffarnagar,13,
47.kml,sugarcane,0.0,1,True,Valid,0.23360548492290317,29.206882590864517,77.58714690144556,True,Muzaffarnagar,23,
48.kml,sugarcane,0.0,1,True,Valid,0.44308193933928497,29.20782754745227,77.58687979777844,True,Muzaffarnagar,44,
49.kml,sugarcane,0.0,1,True,Valid,0.9651766369786091,29.207249420477233,77.58811939286801,True,Muzaffarnagar,97,
5.kml,sugarcane,0.0,1,True,Valid,0.429142164504464,29.200623657033567,77.58469023544845,True,Muzaffarnagar,43,
50.kml,sugarcane,0.0,1,True,Valid,0.20089447445604447,29.207938281574574,77.58786797268044,True,Muzaffarnagar,20,
51.kml,sugarcane,0.0,1,True,Valid,0.2843294043472204,29.208446709711474,77.58735059389531,True,Muzaffarnagar,28,
52.kml,sugarcane,0.0,1,True,Valid,0.12061439862041838,29.20825616725876,77.58806535961222,True,Muzaffarnagar,12,
53.kml,sugarcane,0.0,1,True,Valid,0.24966056857724217,29.20851408836143,77.58819826912725,True,Muzaffarnagar,25,
54.kml,sugarcane,0.0,1,True,Valid,0.22096270734088044,29.208797911354985,77.5884048895584,True,Muzaffarnagar,22,
55.kml,sugarcane,0.0,1,True,Valid,0.25361518351181195,29.209400023343715,77.58851352027287,True,Muzaffarnagar,25,
56.kml,sugarcane,0.0,1,True,Valid,0.4945222547026595,29.20931194270593,77.58779427617567,True,Muzaffarnagar,49,
57.kml,sugarcane,0.0,1,True,Valid,0.34232356425903265,29.210147302748826,77.58833472389058,True,Muzaffarnagar,34,
58.kml,sugarcane,0.0,1,True,Valid,0.42642103314737534,29.209932953589615,77.5890608100301,True,Muzaffarnagar,43,
59.kml,sugarcane,0.0,1,True,Valid,0.14881430748703278,29.215789835959,77.59566437069799,True,Muzaffarnagar,15,
6.kml,sugarcane,0.0,1,True,Valid,0.13598384848618303,29.201283579715447,77.58492599243631,True,Muzaffarnagar,14,
60.kml,sugarcane,0.0,1,True,Valid,0.34885347330822725,29.216443737104,77.59537421626108,True,Muzaffarnagar,35,
61.kml,sugarcane,0.0,1,True,Valid,0.113477844532697,29.216257836899235,77.59473048403682,True,Muzaffarnagar,11,
62.kml,sugarcane,0.0,1,True,Valid,0.8022075838583826,29.217040232261134,77.59442700617156,True,Muzaffarnagar,80,
63.kml,sugarcane,0.0,1,True,Valid,0.19359325067540953,29.217375476051743,77.59359555845055,True,Muzaffarnagar,19,
64.kml,sugarcane,0.0,1,True,Valid,0.6597247779095585,29.216161360480584,77.59405281176636,True,Muzaffarnagar,66,
65.kml,sugarcane,0.0,1,True,Valid,0.15638621933262023,29.216538419547657,77.59387851533045,True,Muzaffarnagar,16,
66.kml,sugarcane,0.0,1,True,Valid,0.14761247365216246,29.2166729953159,77.59367787036182,True,Muzaffarnagar,15,
67.kml,sugarcane,0.0,1,True,Valid,0.14354465050105394,29.216803035026768,77.59345606558986,True,Muzaffarnagar,14,
68.kml,sugarcane,0.0,1,True,Valid,0.21327284930296336,29.216986834399737,77.59317642316456,True,Muzaffarnagar,21,
69.kml,sugarcane,0.0,1,True,Valid,0.24320862759719772,29.21696162863748,77.59262477769732,True,Muzaffarnagar,24,
7.kml,sugarcane,0.0,1,True,Valid,0.22641690472515508,29.201880981171243,77.58471188075087,True,Muzaffarnagar,23,
70.kml,sugarcane,0.0,1,True,Valid,0.23355442896360182,29.2165319234639,77.59275890312936,True,Muzaffarnagar,23,
71.kml,sugarcane,0.0,1,True,Valid,0.34282223225988673,29.217609003095532,77.59284392437893,True,Muzaffarnagar,34,
72.kml,sugarcane,0.0,1,True,Valid,0.16524045945981397,29.217214768817172,77.59245519028329,True,Muzaffarnagar,17,
73.kml,sugarcane,0.0,1,True,Valid,0.30290451946023017,29.21731539715643,77.59212443962737,True,Muzaffarnagar,30,
74.kml,sugarcane,0.0,1,True,Valid,0.2251791268666706,29.21751335803107,77.59179986571232,True,Muzaffarnagar,23,
75.kml,sugarcane,0.0,1,True,Valid,0.15121891042595248,29.21811542195287,77.59213908304415,True,Muzaffarnagar,15,
76.kml,sugarcane,0.0,1,True,Valid,0.14899684500652727,29.218261062389974,77.59190451279258,True,Muzaffarnagar,15,
77.kml,sugarcane,0.0,1,True,Valid,0.5613799199903681,29.21798535629434,77.59122601313156,True,Muzaffarnagar,56,
78.kml,sugarcane,0.0,1,True,Valid,0.11031451258106581,29.218384473952078,77.59171739679137,True,Muzaffarnagar,11,
79.kml,sugarcane,0.0,1,True,Valid,0.10726962376497963,29.21847439853466,77.59154698445747,True,Muzaffarnagar,11,
8.kml,sugarcane,0.0,1,True,Valid,0.13795022799105158,29.201175854698146,77.5844631125803,True,Muzaffarnagar,14,
80.kml,sugarcane,0.0,1,True,Valid,0.11954217549483799,29.218649169179553,77.59125648128456,True,Muzaffarnagar,12,
81.kml,sugarcane,0.0,1,True,Valid,0.299432514338502,29.21836261746017,77.59040015975866,True,Muzaffarnagar,30,
82.kml,sugarcane,0.0,1,True,Valid,0.14219745934060585,29.218690854441927,77.59070359191979,True,Muzaffarnagar,14,
83.kml,sugarcane,0.0,1,True,Valid,0.25810858163102574,29.21852167175112,77.58997403672272,True,Muzaffarnagar,26,
84.kml,sugarcane,0.0,1,True,Valid,0.10045471548456636,29.21900520480261,77.59020439240174,True,Muzaffarnagar,10,
85.kml,sugarcane,0.0,1,True,Valid,0.187895018435391,29.21890762507589,77.5896797731575,True,Muzaffarnagar,19,
86.kml,sugarcane,0.0,1,True,Valid,0.3312115774041863,29.21928886103667,77.59002932524797,True,Muzaffarnagar,33,
87.kml,sugarcane,0.0,1,True,Valid,0.17258791925434885,29.218946150333434,77.5891191264443,True,Muzaffarnagar,17,
88.kml,sugarcane,0.0,1,True,Valid,0.20104758802361153,29.21864336677186,77.58947350150696,True,Muzaffarnagar,20,
89.kml,sugarcane,0.0,1,True,Valid,0.32452061585376923,29.21828046502955,77.58932842356242,True,Muzaffarnagar,32,
9.kml,sugarcane,0.0,1,True,Valid,0.14852646793623508,29.201384863311866,77.58429478944707,True,Muzaffarnagar,15,
90.kml,sugarcane,0.0,1,True,Valid,0.2510201166349517,29.218547076893206,77.58850776726246,True,Muzaffarnagar,25,
91.kml,sugarcane,0.0,1,True,Valid,0.16181416757361802,29.218026787302932,77.58912475271097,True,Muzaffarnagar,16,
92.kml,sugarcane,0.0,1,True,Valid,0.11432830146939223,29.21791184732519,77.5889035937137,True,Muzaffarnagar,11,
93.kml,sugarcane,0.0,1,True,Valid,0.32802983661470836,29.218208198496047,77.58826363507139,True,Muzaffarnagar,33,
94.kml,sugarcane,0.0,1,True,Valid,0.17061393017925608,29.2177901004034,77.5880878861913,True,Muzaffarnagar,17,
95.kml,sugarcane,0.0,1,True,Valid,0.2772902525345438,29.216942114430093,77.58850597244034,True,Muzaffarnagar,28,
96.kml,sugarcane,0.0,1,True,Valid,0.19987115842919284,29.21720796093639,77.5875697119805,True,Muzaffarnagar,20,
97.kml,sugarcane,0.0,1,True,Valid,0.23632736363505355,29.216751250156193,77.58837080999982,True,Muzaffarnagar,24,
98.kml,sugarcane,0.0,1,True,Valid,0.4422996188097901,29.216511647945566,77.58817363568986,True,Muzaffarnagar,44,
99.kml,sugarcane,0.0,1,True,Valid,0.15210287470213865,29.216954942122168,77.58737261276725,True,Muzaffarnagar,15,
1.kml,non_sugarcane,,0,False,No polygons parsed,,,,False,,0,unlabeled (numeric)
10.kml,non_sugarcane,0.0,1,True,Valid,0.29849463126394965,28.386957344590513,77.90490544617307,True,Bulandshahr,30,unlabeled (numeric)
11.kml,non_sugarcane,0.0,1,True,Valid,0.6222907756120181,28.387278905682866,77.90534583626727,True,Bulandshahr,62,unlabeled (numeric)
12.kml,non_sugarcane,0.0,1,True,Valid,0.7227351228326458,28.388619819251662,77.90666260135103,True,Bulandshahr,72,unlabeled (numeric)
13.kml,non_sugarcane,0.0,1,True,Valid,0.9521998380505958,28.38917305868088,77.90730539533551,True,Bulandshahr,95,unlabeled (numeric)
14.kml,non_sugarcane,0.0,1,True,Valid,1.2884750439382446,28.38987226638994,77.90777601343609,True,Bulandshahr,129,unlabeled (numeric)
15.kml,non_sugarcane,0.0,1,True,Valid,2.4815559155444076,28.390908657444985,77.90849026943724,True,Bulandshahr,248,unlabeled (numeric)
16.kml,non_sugarcane,0.0,1,True,Valid,0.33038963705884494,28.392506484447587,77.90944505136576,True,Bulandshahr,33,unlabeled (numeric)
17.kml,non_sugarcane,0.0,1,True,Valid,0.43884572958617774,28.392245581475677,77.90804493810785,True,Bulandshahr,44,unlabeled (numeric)
18.kml,non_sugarcane,0.0,1,True,Valid,0.47327194038734943,28.39278472503774,77.90697543693433,True,Bulandshahr,47,unlabeled (numeric)
19.kml,non_sugarcane,0.0,1,True,Valid,0.5210219427666534,28.3937570090895,77.8978103782474,True,Bulandshahr,52,unlabeled (numeric)
2.kml,non_sugarcane,,0,False,No polygons parsed,,,,False,,0,unlabeled (numeric)
20.kml,non_sugarcane,0.0,1,True,Valid,0.5824765090613875,28.39420509680867,77.89809606170375,True,Bulandshahr,58,unlabeled (numeric)
21.kml,non_sugarcane,0.0,1,True,Valid,0.34408706342849327,28.39242455442409,77.90067778123053,True,Bulandshahr,34,unlabeled (numeric)
22.kml,non_sugarcane,0.0,1,True,Valid,0.8634354724587925,28.40525238967911,77.90298819317184,True,Bulandshahr,86,unlabeled (numeric)
23.kml,non_sugarcane,0.0,1,True,Valid,0.27099231675822805,28.405526449311438,77.90106257272387,True,Bulandshahr,27,unlabeled (numeric)
24.kml,non_sugarcane,0.0,1,True,Valid,0.36893077899847215,28.40566907497605,77.9006466756987,True,Bulandshahr,37,unlabeled (numeric)
25.kml,non_sugarcane,0.0,1,True,Valid,0.2728970518114923,28.40639358848146,77.89956259751219,True,Bulandshahr,27,unlabeled (numeric)
26.kml,non_sugarcane,0.0,1,True,Valid,5.705354271088692,28.399383104868214,77.89151033662242,True,Bulandshahr,571,unlabeled (numeric)
27.kml,non_sugarcane,0.0,1,True,Valid,1.1765007195447943,28.39801473553915,77.89021223161326,True,Bulandshahr,118,unlabeled (numeric)
28.kml,non_sugarcane,0.0,1,True,Valid,0.5124537927933698,28.3936847234353,77.90692519408454,True,Bulandshahr,51,unlabeled (numeric)
29.kml,non_sugarcane,0.0,1,True,Valid,0.4767217150947334,28.39868182194512,77.90807577612708,True,Bulandshahr,48,unlabeled (numeric)
3.kml,non_sugarcane,0.0,1,True,Valid,0.6815684043321169,28.387428670716783,77.8962057286261,True,Bulandshahr,68,unlabeled (numeric)
